"family","tribe","tips","sociality"
"Andrenidae","Andreninini","Andrena_nigriceps","solitary"
"Andrenidae","Andreninini","Andrena_hirticincta","solitary"
"Andrenidae","Andreninini","Andrena_colletina","solitary"
"Andrenidae","Andreninini","Andrena_peckhami","solitary"
"Andrenidae","Andreninini","Andrena_columbiana","solitary"
"Andrenidae","Andreninini","Andrena_surda","solitary"
"Andrenidae","Andreninini","Andrena_nubecula","solitary"
"Andrenidae","Andreninini","Andrena_canadensis","solitary"
"Andrenidae","Andreninini","Andrena_costillensis","solitary"
"Andrenidae","Andreninini","Andrena_denticulata","solitary"
"Andrenidae","Andreninini","Andrena_cercocarpi","solitary"
"Andrenidae","Andreninini","Andrena_vandykei","solitary"
"Andrenidae","Andreninini","Andrena_palpalis","solitary"
"Andrenidae","Andreninini","Andrena_principalis","solitary"
"Andrenidae","Andreninini","Andrena_hastulata","solitary"
"Andrenidae","Andreninini","Andrena_sphaeralceae","solitary"
"Andrenidae","Andreninini","Andrena_coitana","solitary"
"Andrenidae","Andreninini","Andrena_tarsata","solitary"
"Andrenidae","Andreninini","Andrena_tsukubana","solitary"
"Andrenidae","Andreninini","Andrena_palaestina","solitary"
"Andrenidae","Andreninini","Andrena_pela","solitary"
"Andrenidae","Andreninini","Andrena_aegyptiaca","solitary"
"Andrenidae","Andreninini","Andrena_alluaudi","solitary"
"Andrenidae","Andreninini","Andrena_leucura","solitary"
"Andrenidae","Andreninini","Andrena_relata","solitary"
"Andrenidae","Andreninini","Andrena_bassana","solitary"
"Andrenidae","Andreninini","Andrena_accepta","solitary"
"Andrenidae","Andreninini","Andrena_brooksi","solitary"
"Andrenidae","Andreninini","Andrena_porterae","solitary"
"Andrenidae","Andreninini","Andrena_manifesta","solitary"
"Andrenidae","Andreninini","Andrena_chekiangensis","solitary"
"Andrenidae","Andreninini","Andrena_bytinskii","solitary"
"Andrenidae","Andreninini","Andrena_curiosa","solitary"
"Andrenidae","Andreninini","Andrena_ramlehiana","solitary"
"Andrenidae","Andreninini","Andrena_lonicerae","solitary"
"Andrenidae","Andreninini","Andrena_cubiceps","solitary"
"Andrenidae","Andreninini","Ancylandrena_atoposoma","solitary"
"Andrenidae","Andreninini","Ancylandrena_timberlakei","solitary"
"Andrenidae","Andreninini","Ancylandrena_koebelei","solitary"
"Andrenidae","Andreninini","Ancylandrena_larreae","solitary"
"Andrenidae","Andreninini","Megandrena_enceliae","solitary"
"Andrenidae","Andreninini","Megandrena_mentzeliae","solitary"
"Andrenidae","Andreninini","Alocandrena_porteri","solitary"
"Andrenidae","Euherbistiini","Euherbstia_excellens","solitary"
"Andrenidae","Euherbistiini","Orphana_wagenknechti","solitary"
"Andrenidae","Melitturgini","Camptopoeum_frontale","solitary"
"Andrenidae","Melitturgini","Camptopoeum_negevense","solitary"
"Andrenidae","Melitturgini","Melitturga_albescens","solitary"
"Andrenidae","Melitturgini","Melitturga_clavicornis","solitary"
"Andrenidae","Melitturgini","Melitturga_pictipes","solitary"
"Andrenidae","Melitturgini","Melitturga_caudata","solitary"
"Andrenidae","Melitturgini","Melitturga_oraniensis","solitary"
"Andrenidae","Panurgini","Panurgus_dentipes","solitary"
"Andrenidae","Panurgini","Panurgus_avarus","solitary"
